-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1447,1383,1382,1383,1382,1383,1382,1383,1382,1383,1382,-1,-1,-1,-1,-1,-1,1383,1382,1383,1382,1383,1382,1383,1382,1383,1382,1383,1382,1383,1382,-1,-1,-1,-1
-1,-1,-1,-1,1447,1383,1411,1026,1026,-1,-1,-1,-1,1028,-1,1509,1382,-1,-1,-1,1447,1383,1056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1378,1382,-1,-1,-1
-1,-1,1383,1382,1383,995,1157,-1,-1,-1,-1,1831,1831,-1,-1,1508,1509,1382,-1,-1,1383,-1,-1,-1,1057,1057,-1,-1,-1,-1,-1,1024,1508,-1,1024,-1,-1,1382,-1,-1
-1,-1,1351,1026,1411,1026,-1,-1,1863,-1,1895,-1,-1,-1,-1,-1,-1,1350,-1,-1,1351,-1,-1,-1,-1,-1,-1,1350,1351,-1,-1,-1,-1,1579,1580,-1,-1,1350,-1,-1
-1,-1,1383,1026,-1,1350,1351,-1,-1,-1,1927,1024,-1,1350,1351,-1,-1,1382,-1,-1,1383,-1,-1,-1,-1,-1,-1,1382,1383,-1,-1,-1,-1,1611,1612,-1,-1,1382,-1,-1
-1,-1,1351,-1,-1,1382,1383,-1,1056,-1,-1,-1,1057,1382,1383,-1,-1,1350,-1,-1,1351,-1,-1,-1,-1,1026,1881,-1,1940,1941,1058,1882,-1,-1,-1,1057,-1,1350,-1,-1
-1,-1,1383,-1,-1,-1,-1,-1,-1,-1,-1,1831,1057,1057,-1,-1,-1,1382,-1,-1,1383,-1,-1,1350,1351,-1,1913,-1,1972,1973,-1,1914,-1,-1,-1,-1,-1,1382,-1,-1
-1,-1,1351,-1,-1,-1,-1,-1,-1,1059,-1,-1,-1,-1,-1,-1,-1,1350,-1,-1,1351,-1,-1,1382,1383,-1,-1,-1,1024,-1,-1,-1,1350,1351,-1,-1,-1,1350,-1,-1
-1,-1,1383,-1,1509,-1,1024,-1,-1,1350,1351,-1,-1,-1,1380,-1,-1,1382,-1,-1,1383,-1,-1,-1,-1,-1,1024,-1,-1,1026,-1,-1,1382,1383,-1,-1,1056,1382,-1,-1
-1,-1,1351,-1,-1,-1,-1,-1,-1,1382,1383,-1,-1,-1,-1,-1,-1,-1,1382,1383,992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1056,1059,1350,-1,-1
-1,-1,1383,1028,-1,-1,1056,-1,-1,-1,-1,-1,-1,-1,-1,-1,996,996,996,996,996,996,-1,-1,-1,-1,-1,-1,-1,1508,-1,-1,-1,-1,1056,1059,1059,1382,-1,-1
-1,-1,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,-1,-1,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,1351,1350,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
